#At pars:
#m1	m2	tRef	dist	phase	inc	lambda	beta	pol	
1.5e+06	500000	0	146377	5.03405	1.0472	2.27534	-1.37648	1.63459	

#Fisher:
	8.66059e-06	2.1902e-05	0.108599	2.27344e-06	-3.23473	0.310534	0.396259	-12.7606	2.96305
	2.1902e-05	5.70398e-05	0.290273	5.6339e-06	-8.83783	0.759935	0.858293	-35.7904	8.07024
	0.108599	0.290273	126.788	0.000303972	-4198.71	60.6884	-336.461	-20733.1	3866.58
	2.27344e-06	5.6339e-06	0.000303972	1.29319e-06	-0.0069227	0.236943	0.0277156	0.16129	-0.00896989
	-3.23473	-8.83783	-4198.71	-0.0069227	142149	-2075.75	20209.4	733245	-130030
	0.310534	0.759935	60.6884	0.236943	-2075.75	51937.4	1243.77	13072.9	-1232.44
	0.396259	0.858293	-336.461	0.0277156	20209.4	1243.77	32274.7	194147	-8539.65
	-12.7606	-35.7904	-20733.1	0.16129	733245	13072.9	194147	4.10826e+06	-663002
	2.96305	8.07024	3866.58	-0.00896989	-130030	-1232.44	-8539.65	-663002	128015

#Fisher scales:
0.00294289	0.00755247	11.26	0.00113719	377.027	227.898	179.652	2026.88	357.791	

#Scaled Fisher:
	1	0.985419	3.27728	0.679324	-2.91536	0.463015	0.749505	-2.13928	2.81407
	0.985419	1	3.41333	0.655977	-3.10373	0.441517	0.63258	-2.33802	2.98654
	3.27728	3.41333	1	0.0237391	-0.98902	0.0236498	-0.166328	-0.908441	0.959749
	0.679324	0.655977	0.0237391	1	-0.0161463	0.914265	0.135663	0.0699755	-0.0220458
	-2.91536	-3.10373	-0.98902	-0.0161463	1	-0.0241581	0.298367	0.959506	-0.963922
	0.463015	0.441517	0.0236498	0.914265	-0.0241581	1	0.0303787	0.0283012	-0.0151145
	0.749505	0.63258	-0.166328	0.135663	0.298367	0.0303787	1	0.533177	-0.132855
	-2.13928	-2.33802	-0.908441	0.0699755	0.959506	0.0283012	0.533177	1	-0.914231
	2.81407	2.98654	0.959749	-0.0220458	-0.963922	-0.0151145	-0.132855	-0.914231	1

#Covariance:
	1.49283e+07	-5.42263e+06	-2668.75	5.92501e+06	-320.663	-58.8458	-880.054	200.981	729.165
	-5.42263e+06	1.96812e+06	962.422	-2.16426e+06	116.143	21.4481	320.638	-73.171	-265.682
	-2668.75	962.422	0.684015	-1174.18	0.0754914	0.0122618	0.19141	-0.0443862	-0.159065
	5.92501e+06	-2.16426e+06	-1174.18	7.29259e+06	-113.288	-44.1558	-309.546	69.569	257.984
	-320.663	116.143	0.0754914	-113.288	0.00803094	0.00125867	0.0196849	-0.00456086	-0.0162352
	-58.8458	21.4481	0.0122618	-44.1558	0.00125867	0.000339717	0.00325113	-0.000742373	-0.00269458
	-880.054	320.638	0.19141	-309.546	0.0196849	0.00325113	0.0492578	-0.0113411	-0.040842
	200.981	-73.171	-0.0443862	69.569	-0.00456086	-0.000742373	-0.0113411	0.00261541	0.00940274
	729.165	-265.682	-0.159065	257.984	-0.0162352	-0.00269458	-0.040842	0.00940274	0.0339677

#Covar scales:
3863.71	1402.9	0.827052	2700.48	0.0896155	0.0184314	0.221941	0.0511411	0.184303	

#Coorrelation:
	1	-1.00041	-0.835161	0.567863	-0.926106	-0.826327	-1.02628	1.01714	1.02397
	-1.00041	1	0.829483	-0.571271	0.923813	0.829477	1.0298	-1.01987	-1.02755
	-0.835161	0.829483	1	-0.525726	1.01855	0.804384	1.04278	-1.04941	-1.04354
	0.567863	-0.571271	-0.525726	1	-0.468121	-0.887131	-0.516473	0.503738	0.518344
	-0.926106	0.923813	1.01855	-0.468121	1	0.762026	0.98972	-0.995162	-0.982972
	-0.826327	0.829477	0.804384	-0.887131	0.762026	1	0.794763	-0.787577	-0.79323
	-1.02628	1.0298	1.04278	-0.516473	0.98972	0.794763	1	-0.999186	-0.998472
	1.01714	-1.01987	-1.04941	0.503738	-0.995162	-0.787577	-0.999186	1	0.997587
	1.02397	-1.02755	-1.04354	0.518344	-0.982972	-0.79323	-0.998472	0.997587	1
