#At pars:
#m1	m2	tRef	dist	phase	inc	lambda	beta	pol	
1.5e+06	500000	0	36594.3	2.4906	1.0472	5.46342	-1.36962	2.46558	

#Fisher:
	4.74744e+09	1.42423e+10	-1.9808	0.0312245	72.9988	1176.47	-354.728	-992.757	-76.7726
	1.42423e+10	4.27269e+10	9.43323	0.0936359	-296.513	3529.71	-54.217	-227.959	259.331
	-1.9808	9.43323	2746.09	8.30369e-07	-91757.2	307.905	179046	486285	87153.7
	0.0312245	0.0936359	8.30369e-07	0.000591764	1.06169e-10	22.4913	-3.43585	-11.265	-0.126306
	72.9988	-296.513	-91757.2	1.06169e-10	3.16982e+06	-10674.2	-6.41236e+06	-1.78404e+07	-3.01048e+06
	1176.47	3529.71	307.905	22.4913	-10674.2	1.05085e+06	-126054	-465850	5337.12
	-354.728	-54.217	179046	-3.43585	-6.41236e+06	-126054	1.35669e+07	3.84674e+07	6.2073e+06
	-992.757	-227.959	486285	-11.265	-1.78404e+07	-465850	3.84674e+07	1.10881e+08	1.70702e+07
	-76.7726	259.331	87153.7	-0.126306	-3.01048e+06	5337.12	6.2073e+06	1.70702e+07	3.00616e+06

#Fisher scales:
68901.7	206705	52.4032	0.0243262	1780.4	1025.11	3683.33	10530	1733.83	

#Scaled Fisher:
	1	1	-5.48597e-07	1.86291e-05	5.95071e-07	1.66563e-05	-1.39774e-06	-1.36831e-06	-6.42644e-07
	1	1	8.70867e-07	1.86216e-05	-8.05703e-07	1.66578e-05	-7.12105e-08	-1.04731e-07	7.23599e-07
	-5.48597e-07	8.70867e-07	1	6.51387e-07	-0.983479	0.00573176	0.927612	0.881261	0.959228
	1.86291e-05	1.86216e-05	6.51387e-07	1	2.45135e-12	0.901921	-0.038346	-0.0439773	-0.00299464
	5.95071e-07	-8.05703e-07	-0.983479	2.45135e-12	1	-0.00584855	-0.977822	-0.95161	-0.975241
	1.66563e-05	1.66578e-05	0.00573176	0.901921	-0.00584855	1	-0.0333846	-0.0431565	0.00300282
	-1.39774e-06	-7.12105e-08	0.927612	-0.038346	-0.977822	-0.0333846	1	0.9918	0.971977
	-1.36831e-06	-1.04731e-07	0.881261	-0.0439773	-0.95161	-0.0431565	0.9918	1	0.934984
	-6.42644e-07	7.23599e-07	0.959228	-0.00299464	-0.975241	0.00300282	0.971977	0.934984	1

#Covariance:
	709566	-236522	1314.3	76078	9.75993	-0.661104	38.8215	-8.10464	-23.9399
	-236522	78840.7	-438.102	-25359.3	-3.25331	0.220368	-12.9405	2.70155	7.97997
	1314.3	-438.102	576.106	7634.96	25.5746	0.783689	3.39191	0.97249	-3.54668
	76078	-25359.3	7634.96	275075	349.64	8.50382	115.561	-2.81564	-89.711
	9.75993	-3.25331	25.5746	349.64	1.14002	0.0348214	0.154705	0.0425131	-0.160163
	-0.661104	0.220368	0.783689	8.50382	0.0348214	0.00109347	0.00387482	0.00149655	-0.00438547
	38.8215	-12.9405	3.39191	115.561	0.154705	0.00387482	0.0502694	-0.00104255	-0.0391829
	-8.10464	2.70155	0.97249	-2.81564	0.0425131	0.00149655	-0.00104255	0.00317052	-0.00191352
	-23.9399	7.97997	-3.54668	-89.711	-0.160163	-0.00438547	-0.0391829	-0.00191352	0.0329084

#Covar scales:
842.358	280.786	24.0022	524.476	1.06772	0.0330676	0.224208	0.0563074	0.181407	

#Coorrelation:
	1	-1	0.0650052	0.172202	0.0108516	-0.023734	0.205553	-0.170873	-0.156665
	-1	1	-0.0650052	-0.172202	-0.0108516	0.023734	-0.205553	0.170873	0.156665
	0.0650052	-0.0650052	1	0.606499	0.997933	0.987392	0.63029	0.719563	-0.814549
	0.172202	-0.172202	0.606499	1	0.624366	0.490327	0.982732	-0.0953423	-0.942903
	0.0108516	-0.0108516	0.997933	0.624366	1	0.986252	0.646245	0.707134	-0.826901
	-0.023734	0.023734	0.987392	0.490327	0.986252	1	0.522633	0.803754	-0.731071
	0.205553	-0.205553	0.63029	0.982732	0.646245	0.522633	1	-0.0825811	-0.963366
	-0.170873	0.170873	0.719563	-0.0953423	0.707134	0.803754	-0.0825811	1	-0.187333
	-0.156665	0.156665	-0.814549	-0.942903	-0.826901	-0.731071	-0.963366	-0.187333	1
