#At pars:
#m1	m2	tRef	dist	phase	inc	lambda	beta	pol	
1.5e+06	500000	0	36594.3	5.03405	1.0472	2.27534	-1.37648	1.63459	

#Fisher:
	1.74702e+09	5.24105e+09	-1.34344	0.0114552	50.5352	-172.992	82.6873	529.236	-65.4015
	5.24105e+09	1.57231e+10	7.38313	0.0344578	-226.895	-514.286	213.086	-297.01	151.691
	-1.34344	7.38313	2033.11	0.0197391	-67203.5	965.445	-5641.29	-332450	61821.4
	0.0114552	0.0344578	0.0197391	0.000331231	-0.442112	15.1688	1.76667	10.2252	-0.575116
	50.5352	-226.895	-67203.5	-0.442112	2.27436e+06	-33535.5	324271	1.176e+07	-2.08015e+06
	-172.992	-514.286	965.445	15.1688	-33535.5	830729	19828.7	203597	-20056.1
	82.6873	213.086	-5641.29	1.76667	324271	19828.7	518727	3.03942e+06	-135682
	529.236	-297.01	-332450	10.2252	1.176e+07	203597	3.03942e+06	6.61165e+07	-1.06163e+07
	-65.4015	151.691	61821.4	-0.575116	-2.08015e+06	-20056.1	-135682	-1.06163e+07	2.04905e+06

#Fisher scales:
41797.3	125392	45.09	0.0181998	1508.1	911.443	720.227	8131.2	1431.45	

#Scaled Fisher:
	1	1	-7.12835e-07	1.50588e-05	8.01708e-07	-4.54096e-06	2.74676e-06	1.55721e-06	-1.09311e-06
	1	1	1.30584e-06	1.50992e-05	-1.19985e-06	-4.49993e-06	2.35948e-06	-2.91304e-07	8.45111e-07
	-7.12835e-07	1.30584e-06	1	0.0240536	-0.988285	0.0234919	-0.173711	-0.906757	0.957817
	1.50588e-05	1.50992e-05	0.0240536	1	-0.0161078	0.914439	0.134778	0.069096	-0.0220757
	8.01708e-07	-1.19985e-06	-0.988285	-0.0161078	1	-0.0243975	0.298545	0.959006	-0.963582
	-4.54096e-06	-4.49993e-06	0.0234919	0.914439	-0.0243975	1	0.0302062	0.0274718	-0.0153724
	2.74676e-06	2.35948e-06	-0.173711	0.134778	0.298545	0.0302062	1	0.518999	-0.131606
	1.55721e-06	-2.91304e-07	-0.906757	0.069096	0.959006	0.0274718	0.518999	1	-0.912099
	-1.09311e-06	8.45111e-07	0.957817	-0.0220757	-0.963582	-0.0153724	-0.131606	-0.912099	1

#Covariance:
	183231	-61076.9	346.783	11387.3	0.843387	-0.196512	-0.43318	-0.0620849	0.41426
	-61076.9	20359	-115.594	-3795.78	-0.281129	0.0655039	0.144393	0.020695	-0.138087
	346.783	-115.594	3.58561	660.36	0.132884	-0.0080783	-0.0260134	-0.00357366	0.0262149
	11387.3	-3795.78	660.36	161335	28.7931	-2.07295	-5.68899	-0.742455	5.75255
	0.843387	-0.281129	0.132884	28.7931	0.00590913	-0.000346644	-0.00110963	-0.000161639	0.00113106
	-0.196512	0.0655039	-0.0080783	-2.07295	-0.000346644	2.85968e-05	7.16636e-05	8.33039e-06	-7.16942e-05
	-0.43318	0.144393	-0.0260134	-5.68899	-0.00110963	7.16636e-05	0.000297597	1.12365e-05	-0.000289113
	-0.0620849	0.020695	-0.00357366	-0.742455	-0.000161639	8.33039e-06	1.12365e-05	8.67493e-06	-1.42236e-05
	0.41426	-0.138087	0.0262149	5.75255	0.00113106	-7.16942e-05	-0.000289113	-1.42236e-05	0.000289314

#Covar scales:
428.054	142.685	1.89357	401.666	0.0768708	0.0053476	0.017251	0.00294532	0.0170092	

#Coorrelation:
	1	-1	0.427836	0.0662306	0.025631	-0.085848	-0.0586617	-0.049244	0.056897
	-1	1	-0.427836	-0.0662306	-0.025631	0.085848	0.0586617	0.049244	-0.056897
	0.427836	-0.427836	1	0.86823	0.912916	-0.797773	-0.796345	-0.640765	0.81392
	0.0662306	-0.0662306	0.86823	1	0.932528	-0.965086	-0.821024	-0.627585	0.841998
	0.025631	-0.025631	0.912916	0.932528	1	-0.843263	-0.836761	-0.713925	0.865049
	-0.085848	0.085848	-0.797773	-0.965086	-0.843263	1	0.776828	0.5289	-0.788207
	-0.0586617	0.0586617	-0.796345	-0.821024	-0.836761	0.776828	1	0.221148	-0.985299
	-0.049244	0.049244	-0.640765	-0.627585	-0.713925	0.5289	0.221148	1	-0.283917
	0.056897	-0.056897	0.81392	0.841998	0.865049	-0.788207	-0.985299	-0.283917	1
