#At pars:
#mchirp	eta	tRef	dist	phase	inc	lambda	beta	pol	
18.0629	0.249737	0	49.102	0	0.6459	3.4435	-0.073604	1.7436	

#Fisher:
	1.48091e+14	-8.00555e+13	-7.08697e+07	594092	-6.13942e+08	1.81204e+07	-1.80662e+09	-9.14943e+06	6.1837e+08
	-8.00555e+13	5.738e+13	4.96211e+07	-182368	3.68326e+08	-6.11196e+06	-1.9566e+09	1.82372e+08	-3.7025e+08
	-7.08697e+07	4.96211e+07	70.8332	3.86417e-07	385.811	-1.10916	-8544.03	865.273	-387.143
	594092	-182368	3.86417e-07	0.294982	-4.08577e-06	9.83233	-1.31187	0.833315	-0.0524529
	-6.13942e+08	3.68326e+08	385.811	-4.08577e-06	2844.79	-8.55435	-17062.5	1292.63	-2852.93
	1.81204e+07	-6.11196e+06	-1.10916	9.83233	-8.55435	332.821	541.837	19.3022	6.83117
	-1.80662e+09	-1.9566e+09	-8544.03	-1.31187	-17062.5	541.837	6.42441e+06	-215170	16725.4
	-9.14943e+06	1.82372e+08	865.273	0.833315	1292.63	19.3022	-215170	60615.3	-1324.27
	6.1837e+08	-3.7025e+08	-387.143	-0.0524529	-2852.93	6.83117	16725.4	-1324.27	2862.95

#Fisher scales:
1.21692e+07	7.57496e+06	8.41625	0.543122	53.3366	18.2434	2534.64	246.202	53.5065	

#Scaled Fisher:
	1	-0.868455	-0.691956	0.089886	-0.945884	0.0816204	-0.0585717	-0.00305379	0.949681
	-0.868455	1	0.778337	-0.0443272	0.911648	-0.0442278	-0.101908	0.097788	-0.913498
	-0.691956	0.778337	1	8.45357e-08	0.85947	-0.0072239	-0.400523	0.417584	-0.859698
	0.089886	-0.0443272	8.45357e-08	1	-1.41043e-07	0.992324	-0.000952968	0.00623189	-0.00180495
	-0.945884	0.911648	0.85947	-1.41043e-07	1	-0.00879137	-0.126212	0.0984365	-0.999676
	0.0816204	-0.0442278	-0.0072239	0.992324	-0.00879137	1	0.0117178	0.00429745	0.00699815
	-0.0585717	-0.101908	-0.400523	-0.000952968	-0.126212	0.0117178	1	-0.344805	0.123325
	-0.00305379	0.097788	0.417584	0.00623189	0.0984365	0.00429745	-0.344805	1	-0.100526
	0.949681	-0.913498	-0.859698	-0.00180495	-0.999676	0.00699815	0.123325	-0.100526	1

#Covariance:
	4.27673e-12	-7.41606e-13	-3.64278e-06	-0.000107774	-1.61674e-06	2.94423e-06	4.80568e-10	2.33736e-08	-3.12275e-06
	-7.41606e-13	2.38315e-13	6.38092e-07	1.95004e-05	2.90956e-07	-5.32735e-07	-8.06614e-11	-4.1357e-09	5.67127e-07
	-3.64278e-06	6.38092e-07	3.2294	92.2157	1.37317	-2.52003	-0.000320557	-0.0210537	2.67288
	-0.000107774	1.95004e-05	92.2157	2934.04	40.8909	-80.6235	-0.0112471	-0.591427	79.0165
	-1.61674e-06	2.90956e-07	1.37317	40.8909	0.828642	-1.11614	-0.000165398	-0.00864229	1.39794
	2.94423e-06	-5.32735e-07	-2.52003	-80.6235	-1.11614	2.21939	0.000305167	0.0161596	-2.15783
	4.80568e-10	-8.06614e-11	-0.000320557	-0.0112471	-0.000165398	0.000305167	2.97828e-07	2.45869e-06	-0.000323771
	2.33736e-08	-4.1357e-09	-0.0210537	-0.591427	-0.00864229	0.0161596	2.45869e-06	0.000157022	-0.017025
	-3.12275e-06	5.67127e-07	2.67288	79.0165	1.39794	-2.15783	-0.000323771	-0.017025	2.50203

#Covar scales:
2.06803e-06	4.88176e-07	1.79705	54.1668	0.910298	1.48976	0.000545736	0.0125308	1.58178	

#Coorrelation:
	1	-0.734583	-0.980202	-0.96211	-0.858815	0.955649	0.42581	0.901967	-0.95463
	-0.734583	1	0.727355	0.737454	0.654738	-0.732517	-0.302766	-0.676072	0.734443
	-0.980202	0.727355	1	0.94735	0.839419	-0.941297	-0.32686	-0.934946	0.940314
	-0.96211	0.737454	0.94735	1	0.829297	-0.999104	-0.380474	-0.87134	0.922229
	-0.858815	0.654738	0.839419	0.829297	1	-0.823034	-0.332939	-0.757644	0.970865
	0.955649	-0.732517	-0.941297	-0.999104	-0.823034	1	0.375351	0.865633	-0.915701
	0.42581	-0.302766	-0.32686	-0.380474	-0.332939	0.375351	1	0.359535	-0.375068
	0.901967	-0.676072	-0.934946	-0.87134	-0.757644	0.865633	0.359535	1	-0.858936
	-0.95463	0.734443	0.940314	0.922229	0.970865	-0.915701	-0.375068	-0.858936	1
